-4,99609375 -2,14764939608194
-4,98828125 -0,725626708259638
-4,98046875 -0,441385491859074
-4,97265625 -0,319687762347696
-4,96484375 -0,252173845658919
-4,95703125 -0,209291190331249
-4,94921875 -0,17967350706311
-4,94140625 -0,158016596769791
-4,93359375 -0,141512417795304
-4,92578125 -0,128535321330011
-4,91796875 -0,118079009570364
-4,91015625 -0,109487254958415
-4,90234375 -0,10231387430305
-4,89453125 -0,0962449367397606
-4,88671875 -0,0910531616134849
-4,87890625 -0,0865699689065147
-4,87109375 -0,0826676932596104
-4,86328125 -0,0792478961557999
-4,85546875 -0,0762334688607975
-4,84765625 -0,073563165342617
-4,83984375 -0,0711877354285381
-4,83203125 -0,0690671371992578
-4,82421875 -0,0671684928651064
-4,81640625 -0,0654645666693717
-4,80859375 -0,0639326156762049
-4,80078125 -0,0625535110909786
-4,79296875 -0,0613110586603835
-4,78515625 -0,0601914674864581
-4,77734375 -0,0591829308114369
-4,76953125 -0,0582752922139238
-4,76171875 -0,0574597776241135
-4,75390625 -0,0567287785424352
-4,74609375 -0,0560756754445669
-4,73828125 -0,0554946929876518
-4,73046875 -0,0549807805779313
-4,72265625 -0,0545295133123058
-4,71484375 -0,0541370094006092
-4,70703125 -0,0537998610071775
-4,69921875 -0,0535150760877171
-4,69140625 -0,0532800292898439
-4,68359375 -0,0530924203687121
-4,67578125 -0,0529502388693251
-4,66796875 -0,0528517340638532
-4,66015625 -0,05279538932026
-4,65234375 -0,0527799002286733
-4,64453125 -0,0528041559325921
-4,63671875 -0,0528672232095947
-4,62890625 -0,0529683329255266
-4,62109375 -0,0531068685510651
-4,61328125 -0,0532823564829833
-4,60546875 -0,0534944579567027
-4,59765625 -0,0537429623736518
-4,58984375 -0,0540277818979896
-4,58203125 -0,0543489472035584
-4,57421875 -0,0547066042744514
-4,56640625 -0,0551010121820492
-4,55859375 -0,0555325417784473
-4,55078125 -0,0560016752613514
-4,54296875 -0,0565090065792157
-4,53515625 -0,0570552426579945
-4,52734375 -0,057641205442711
-4,51953125 -0,0582678347583816
-4,51171875 -0,0589361920059661
-4,50390625 -0,0596474647201682
-4,49609375 -0,0604029720273388
-4,48828125 -0,0612041710537001
-4,48046875 -0,0620526643468309
-4,47265625 -0,0629502083871522
-4,46484375 -0,063898723281292
-4,45703125 -0,0649003037460533
-4,44921875 -0,0659572315106268
-4,44140625 -0,0670719892861483
-4,43359375 -0,0682472764761917
-4,42578125 -0,0694860268299841
-4,41796875 -0,0707914282726943
-4,41015625 -0,0721669451850429
-4,40234375 -0,0736163434487085
-4,39453125 -0,0751437186259183
-4,38671875 -0,0767535277027177
-4,37890625 -0,0784506248977211
-4,37109375 -0,0802403021239557
-4,36328125 -0,0821283347937037
-4,35546875 -0,0841210337786318
-4,34765625 -0,0862253044845319
-4,33984375 -0,0884487141773155
-4,33203125 -0,0907995689117236
-4,32421875 -0,0932870016754789
-4,31640625 -0,095921073680906
-4,30859375 -0,0987128911279823
-4,30078125 -0,101674740246305
-4,29296875 -0,104820244022954
-4,28515625 -0,108164544770497
-4,27734375 -0,111724517626034
-4,26953125 -0,115519021253185
-4,26171875 -0,119569193517073
-4,25390625 -0,123898801815431
-4,24609375 -0,12853466020858
-4,23828125 -0,133507128676343
-4,23046875 -0,13885071398711
-4,22265625 -0,144604797134146
-4,21484375 -0,15081451955422
-4,20703125 -0,157531870069299
-4,19921875 -0,164817027650184
-4,19140625 -0,172740033092842
-4,18359375 -0,181382887580361
-4,17578125 -0,190842210938655
-4,16796875 -0,201232641811303
-4,16015625 -0,212691233091563
-4,15234375 -0,225383199883505
-4,14453125 -0,23950953176048
-4,13671875 -0,255317215040691
-4,12890625 -0,273113172361111
-4,12109375 -0,293283598331314
-4,11328125 -0,316321296273573
-4,10546875 -0,342865164763439
-4,09765625 -0,373758637862617
-4,08984375 -0,410138616078616
-4,08203125 -0,453575215207732
-4,07421875 -0,506299777824175
-4,06640625 -0,571593834308515
-4,05859375 -0,654489232995785
-4,05078125 -0,763114544661697
-4,04296875 -0,911510272339514
-4,03515625 -1,12619767478136
-4,02734375 -1,46400843088346
-4,01953125 -2,07270549982071
-4,01171875 -3,49408742361546
-4,00390625 -10,6043442664939
-3,99609375 10,7298577249563
-3,98828125 3,61963010331078
-3,98046875 2,1983066489075
-3,97265625 1,58969734948678
-3,96484375 1,25200374153315
-3,95703125 1,0374629708217
-3,94921875 0,889243490035004
-3,94140625 0,780824198881974
-3,93359375 0,698164779982303
-3,92578125 0,633136875770096
-3,91796875 0,580708879098002
-3,91015625 0,537599529229407
-3,90234375 0,501577782227842
-3,89453125 0,471073850527032
-3,88671875 0,444951192103397
-3,87890625 0,4223667623603
-3,87109375 0,402682083963805
-3,86328125 0,385404807476449
-3,85546875 0,370149225757701
-3,84765625 0,356608938242921
-3,83984375 0,344537516390464
-3,83203125 0,333734565294851
-3,82421875 0,324035502689088
-3,81640625 0,315303948059904
-3,80859375 0,307425976161751
-3,80078125 0,300305723167237
-3,79296875 0,293861988188635
-3,78515625 0,288025576839497
-3,77734375 0,282737204618701
-3,76953125 0,277945827317191
-3,76171875 0,273607300483572
-3,75390625 0,269683294867748
-3,74609375 0,266140412754487
-3,73828125 0,262949463257897
-3,73046875 0,260084864374511
-3,72265625 0,257524146853819
-3,71484375 0,255247540416154
-3,70703125 0,253237627006441
-3,69921875 0,251479048959077
-3,69140625 0,249958262410557
-3,68359375 0,248663328211273
-3,67578125 0,247583734088212
-3,66796875 0,246710242993377
-3,66015625 0,246034763511993
-3,65234375 0,245550238954492
-3,64453125 0,245250552358797
-3,63671875 0,245130445116363
-3,62890625 0,245185447331051
-3,62109375 0,245411818343398
-3,61328125 0,245806496118763
-3,60546875 0,246367054417783
-3,59765625 0,247091666850735
-3,58984375 0,247979077070851
-3,58203125 0,249028574491305
-3,57421875 0,250239975021026
-3,56640625 0,251613606409435
-3,55859375 0,253150297872844
-3,55078125 0,254851373747947
-3,54296875 0,256718650982921
-3,53515625 0,258754440335671
-3,52734375 0,260961551203524
-3,51953125 0,263343300060342
-3,51171875 0,265903522526918
-3,50390625 0,26864658914982
-3,49609375 0,271577425013543
-3,48828125 0,274701533362115
-3,48046875 0,278025023460215
-3,47265625 0,281554642981599
-3,46484375 0,285297815275456
-3,45703125 0,289262681930651
-3,44921875 0,293458151135172
-3,44140625 0,297893952415432
-3,43359375 0,302580698439366
-3,42578125 0,307529954681141
-3,41796875 0,31275431787663
-3,41015625 0,318267504351224
-3,40234375 0,324084449479275
-3,39453125 0,330221419742805
-3,38671875 0,336696139102156
-3,37890625 0,343527931681036
-3,37109375 0,350737883112135
-3,36328125 0,35834902329909
-3,35546875 0,366386533840525
-3,34765625 0,374877983950328
-3,33984375 0,383853599417959
-3,33203125 0,393346570012115
-3,32421875 0,403393401776387
-3,31640625 0,414034321942973
-3,30859375 0,425313745758455
-3,30078125 0,43728081644993
-3,29296875 0,449990031957918
-3,28515625 0,463501975051699
-3,27734375 0,47788416718948
-3,26953125 0,493212071209889
-3,26171875 0,509570273934088
-3,25390625 0,527053887410171
-3,24609375 0,545770217370024
-3,23828125 0,565840760210281
-3,23046875 0,587403606437658
-3,22265625 0,610616350398481
-3,21484375 0,635659635152358
-3,20703125 0,662741500252479
-3,19921875 0,692102752827921
-3,19140625 0,724023654330546
-3,18359375 0,75883231483815
-3,17578125 0,79691532614618
-3,16796875 0,838731362549452
-3,16015625 0,884828762666072
-3,15234375 0,935868521391273
-3,14453125 0,992654739054177
-3,13671875 1,05617551065661
-3,12890625 1,12765868431912
-3,12109375 1,20864920406069
-3,11328125 1,30111845693778
-3,10546875 1,4076222193999
-3,09765625 1,53153441842924
-3,08984375 1,67740285560278
-3,08203125 1,85150820270343
-3,07421875 2,06277604793209
-3,06640625 2,32433274029361
-3,05859375 2,65630591047898
-3,05078125 3,09121008911789
-3,04296875 3,68520754637264
-3,03515625 4,54438358612945
-3,02734375 5,89606520406579
-3,01953125 8,33130452857619
-3,01171875 14,0172960314573
-3,00390625 42,4588002857664
-2,99609375 -42,8775173930877
-2,98828125 -14,43610287297
-2,98046875 -8,75029091889355
-2,97265625 -6,31532111104712
-2,96484375 -4,96399920959433
-2,95703125 -4,10527339625931
-2,94921875 -3,51181706416168
-2,94140625 -3,07754537762466
-2,93359375 -2,74629661500852
-2,92578125 -2,48555687558182
-2,91796875 -2,2751992411535
-2,91015625 -2,10209815921342
-2,90234375 -1,95732892361568
-2,89453125 -1,83461183193535
-2,88671875 -1,72940014118313
-2,87890625 -1,63832107431163
-2,87109375 -1,55882009846926
-2,86328125 -1,48892716638363
-2,85546875 -1,42709877274551
-2,84765625 -1,37210861003624
-2,83984375 -1,32297022895244
-2,83203125 -1,27888128341504
-2,82421875 -1,23918264504928
-2,81640625 -1,20332795802549
-2,80859375 -1,17086065139729
-2,80078125 -1,14139636188173
-2,79296875 -1,11460933801236
-2,78515625 -1,09022181233388
-2,77734375 -1,06799561275892
-2,76953125 -1,04772548187926
-2,76171875 -1,02923371236594
-2,75390625 -1,01236580612463
-2,74609375 -0,996986936842005
-2,73828125 -0,982979048194561
-2,73046875 -0,970238458897101
-2,72265625 -0,958673874811288
-2,71484375 -0,948204730217821
-2,70703125 -0,938759796988721
-2,69921875 -0,930276013141586
-2,69140625 -0,922697492101468
-2,68359375 -0,915974681653243
-2,67578125 -0,910063647566434
-2,66796875 -0,904925461604615
-2,66015625 -0,900525677385692
-2,65234375 -0,896833880556444
-2,64453125 -0,893823302151396
-2,63671875 -0,891470485950523
-2,62890625 -0,889755002228696
-2,62109375 -0,888659201579415
-2,61328125 -0,888168003554124
-2,60546875 -0,888268715732866
-2,59765625 -0,888950879568465
-2,58984375 -0,890206139953562
-2,58203125 -0,892028135970807
-2,57421875 -0,894412410719682
-2,56640625 -0,89735633848365
-2,55859375 -0,90085906782094
-2,55078125 -0,904921479440952
-2,54296875 -0,909546157974648
-2,53515625 -0,914737376967898
-2,52734375 -0,920501096628054
-2,51953125 -0,9268449740405
-2,51171875 -0,933778385748824
-2,50390625 -0,941312462763237
-2,49609375 -0,949460138230941
-2,48828125 -0,958236208173315
-2,48046875 -0,967657405871296
-2,47265625 -0,977742490666567
-2,46484375 -0,988512352145819
-2,45703125 -0,999990130893072
-2,44921875 -1,01220135723577
-2,44140625 -1,02517410967967
-2,43359375 -1,03893919503204
-2,42578125 -1,05353035256
-2,41796875 -1,06898448492989
-2,41015625 -1,08534191913523
-2,40234375 -1,102646701158
-2,39453125 -1,12094692873632
-2,38671875 -1,14029512734988
-2,37890625 -1,16074867540663
-2,37109375 -1,18237028564755
-2,36328125 -1,20522855101764
-2,35546875 -1,2293985647227
-2,34765625 -1,25496262595871
-2,33984375 -1,28201104493107
-2,33203125 -1,31064306336068
-2,32421875 -1,34096790981135
-2,31640625 -1,37310601300619
-2,30859375 -1,40719040100551
-2,30078125 -1,44336831992262
-2,29296875 -1,48180311304893
-2,28515625 -1,52267641022843
-2,27734375 -1,56619068856239
-2,26953125 -1,61257227969796
