0	0	0
0.01	0.00758740790824017	3.7923111899116E-05
0.02	0.0151915289869821	0.000151803868733143
0.03	0.0228123632362259	0.000341809402207098
0.04	0.0304499106559715	0.000608106844026
0.05	0.0381041712462188	0.000950863325894867
0.06	0.0457751450069679	0.00137024597951872
0.07	0.0534628319382189	0.00186642193660256
0.08	0.0611672320399716	0.00243955832885143
0.09	0.0688883453122261	0.00308982228797034
0.1	0.0766261717549824	0.00381738094566429
0.11	0.0843807113682405	0.00462240143363832
0.12	0.0921519641520004	0.00550505088359744
0.13	0.0999399301062621	0.00646549642724667
0.14	0.107744609231026	0.00750390519629103
0.15	0.115566001526291	0.00862044432243552
0.16	0.123404106992058	0.00981528093738519
0.17	0.131258925628327	0.011088582172845
0.18	0.139130457435098	0.0124405151605201
0.19	0.14701870241237	0.0138712470321153
0.2	0.154923660560144	0.0153809449193358
0.21	0.16284533187842	0.0169697759538865
0.22	0.170783716367198	0.0186379072674726
0.23	0.178738814026478	0.0203855059917989
0.24	0.186710624856259	0.0222127392585705
0.25	0.194699148856542	0.0241197741994924
0.26	0.202704386027328	0.0261067779462696
0.27	0.210726336368614	0.0281739176306073
0.28	0.218764999880403	0.0303213603842103
0.29	0.226820376562693	0.0325492733387837
0.3	0.234892466415486	0.0348578236260325
0.31	0.24298126943878	0.0372471783776617
0.32	0.251086785632575	0.0397175047253764
0.33	0.259209014996873	0.0422689698008816
0.34	0.267347957531672	0.0449017407358822
0.35	0.275503613236973	0.0476159846620834
0.36	0.283675982112776	0.05041186871119
0.37	0.291865064159081	0.0532895600149072
0.38	0.300070859375888	0.05624922570494
0.39	0.308293367763196	0.0592910329129933
0.4	0.316532589321006	0.0624151487707723
0.41	0.324788524049318	0.0656217404099818
0.42	0.333061171948132	0.068910974962327
0.43	0.341350533017447	0.0722830195595128
0.44	0.349656607257265	0.0757380413332443
0.45	0.357979394667584	0.0792762074152264
0.46	0.366318895248405	0.0828976849371643
0.47	0.374675108999727	0.0866026410307629
0.48	0.383048035921552	0.0903912428277272
